{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2024/4/1/0/9281661/waterfall_9281661_2024-04-01T00-16-58.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/13/5788377/waterfall_5788377_2022-04-14T13-58-34.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/11/5787733/waterfall_5787733_2022-04-14T11-22-56.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/9/5787377/waterfall_5787377_2022-04-14T09-52-46.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/9/5787219/waterfall_5787219_2022-04-14T09-30-20.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/8/5786801/waterfall_5786801_2022-04-14T08-39-33.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/8/5786800/waterfall_5786800_2022-04-14T08-35-26.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/8/5783902/waterfall_5783902_2022-04-14T08-11-27.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/7/5786798/waterfall_5786798_2022-04-14T07-53-56.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/7/5786685/waterfall_5786685_2022-04-14T07-36-54.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/6/5786682/waterfall_5786682_2022-04-14T06-54-25.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/6/5786681/waterfall_5786681_2022-04-14T06-50-39.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/6/5783901/waterfall_5783901_2022-04-14T06-34-56.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/6/5786554/waterfall_5786554_2022-04-14T06-12-12.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/5/5786553/waterfall_5786553_2022-04-14T05-57-01.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/5/5786396/waterfall_5786396_2022-04-14T05-41-54.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/5/5786395/waterfall_5786395_2022-04-14T05-27-49.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/5/5783900/waterfall_5783900_2022-04-14T05-03-40.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/3/5785823/waterfall_5785823_2022-04-14T03-32-42.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/3/5785822/waterfall_5785822_2022-04-14T03-16-45.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/2/5785665/waterfall_5785665_2022-04-14T02-15-54.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/1/5785663/waterfall_5785663_2022-04-14T01-58-50.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/1/5785449/waterfall_5785449_2022-04-14T01-40-49.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/0/5785274/waterfall_5785274_2022-04-14T00-12-08.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/14/0/5785274/waterfall_5785274_2022-04-14T00-12-08.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/23/5785192/waterfall_5785192_2022-04-13T23-26-25.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/23/5785190/waterfall_5785190_2022-04-13T23-03-29.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/21/5784699/waterfall_5784699_2022-04-13T21-43-30.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/21/5783611/waterfall_5783611_2022-04-13T21-24-08.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/20/5783399/waterfall_5783399_2022-04-13T20-25-58.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/20/5783398/waterfall_5783398_2022-04-13T20-10-36.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/19/5783044/waterfall_5783044_2022-04-13T19-22-01.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/18/5783041/waterfall_5783041_2022-04-13T18-48-52.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/17/5782839/waterfall_5782839_2022-04-13T17-45-19.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/16/5782371/waterfall_5782371_2022-04-13T16-03-29.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/15/5782141/waterfall_5782141_2022-04-13T15-36-45.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/15/5782140/waterfall_5782140_2022-04-13T15-24-38.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/14/5782138/waterfall_5782138_2022-04-13T14-52-36.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/12/5781864/waterfall_5781864_2022-04-13T12-49-06.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/11/5781697/waterfall_5781697_2022-04-13T11-39-23.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/10/5781117/waterfall_5781117_2022-04-13T10-08-21.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/9/5781115/waterfall_5781115_2022-04-13T09-41-03.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/9/5780910/waterfall_5780910_2022-04-13T09-32-45.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/9/5780909/waterfall_5780909_2022-04-13T09-22-20.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/9/5780908/waterfall_5780908_2022-04-13T09-15-00.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/7/5780462/waterfall_5780462_2022-04-13T07-44-58.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/7/5780461/waterfall_5780461_2022-04-13T07-34-53.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/6/5780301/waterfall_5780301_2022-04-13T06-42-24.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/6/5780209/waterfall_5780209_2022-04-13T06-28-43.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/6/5780209/waterfall_5780209_2022-04-13T06-28-43.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/6/5780208/waterfall_5780208_2022-04-13T06-17-57.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/6/5780207/waterfall_5780207_2022-04-13T06-04-42.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/5/5780206/waterfall_5780206_2022-04-13T05-53-13.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/4/5779734/waterfall_5779734_2022-04-13T04-09-12.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/3/5779733/waterfall_5779733_2022-04-13T03-58-29.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/3/5779732/waterfall_5779732_2022-04-13T03-46-44.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/3/5779475/waterfall_5779475_2022-04-13T03-22-21.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/3/5779474/waterfall_5779474_2022-04-13T03-10-40.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/2/5779341/waterfall_5779341_2022-04-13T02-15-20.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/1/5779338/waterfall_5779338_2022-04-13T01-34-53.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/0/5779087/waterfall_5779087_2022-04-13T00-41-20.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/13/0/5778901/waterfall_5778901_2022-04-13T00-21-16.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/23/5778899/waterfall_5778899_2022-04-12T23-56-08.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/22/5778782/waterfall_5778782_2022-04-12T22-54-51.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/22/5778658/waterfall_5778658_2022-04-12T22-27-31.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/21/5778654/waterfall_5778654_2022-04-12T21-36-47.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/20/5778258/waterfall_5778258_2022-04-12T20-03-45.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/19/5777928/waterfall_5777928_2022-04-12T19-00-44.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/17/5777777/waterfall_5777777_2022-04-12T17-52-14.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/17/5777776/waterfall_5777776_2022-04-12T17-38-27.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/16/5777557/waterfall_5777557_2022-04-12T16-39-37.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/15/5777415/waterfall_5777415_2022-04-12T15-49-42.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/15/5777414/waterfall_5777414_2022-04-12T15-43-03.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/14/5776938/waterfall_5776938_2022-04-12T14-18-09.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/14/5776938/waterfall_5776938_2022-04-12T14-18-09.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/14/5776937/waterfall_5776937_2022-04-12T14-09-58.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/11/5776583/waterfall_5776583_2022-04-12T11-47-06.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/11/5776360/waterfall_5776360_2022-04-12T11-05-48.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/10/5776357/waterfall_5776357_2022-04-12T10-24-58.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/9/5775773/waterfall_5775773_2022-04-12T09-35-11.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/9/5775526/waterfall_5775526_2022-04-12T09-14-56.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/8/5775525/waterfall_5775525_2022-04-12T08-58-53.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/7/5775213/waterfall_5775213_2022-04-12T07-17-05.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/7/5775212/waterfall_5775212_2022-04-12T07-01-43.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/6/5775210/waterfall_5775210_2022-04-12T06-31-31.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/6/5775131/waterfall_5775131_2022-04-12T06-17-55.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/6/5775130/waterfall_5775130_2022-04-12T06-09-06.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/12/5/5775129/waterfall_5775129_2022-04-12T05-44-03.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/19/5773003/waterfall_5773003_2022-04-11T19-14-40.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/18/5772748/waterfall_5772748_2022-04-11T18-23-58.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/17/5772583/waterfall_5772583_2022-04-11T17-50-48.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/17/5772582/waterfall_5772582_2022-04-11T17-40-39.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/17/5772581/waterfall_5772581_2022-04-11T17-35-51.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/15/5763487/waterfall_5763487_2022-04-11T15-52-39.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/15/5772210/waterfall_5772210_2022-04-11T15-39-59.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/15/5772208/waterfall_5772208_2022-04-11T15-18-09.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/14/5772100/waterfall_5772100_2022-04-11T14-42-17.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/14/5772098/waterfall_5772098_2022-04-11T14-21-03.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/13/5771934/waterfall_5771934_2022-04-11T13-18-41.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/13/5771934/waterfall_5771934_2022-04-11T13-18-41.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/13/5771774/waterfall_5771774_2022-04-11T13-06-13.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/12/5771773/waterfall_5771773_2022-04-11T12-59-00.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/12/5771771/waterfall_5771771_2022-04-11T12-39-01.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/12/5771610/waterfall_5771610_2022-04-11T12-07-49.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/11/5771607/waterfall_5771607_2022-04-11T11-32-39.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/11/5771606/waterfall_5771606_2022-04-11T11-25-36.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/10/5771441/waterfall_5771441_2022-04-11T10-42-44.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/8/5770853/waterfall_5770853_2022-04-11T08-19-55.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/7/5770328/waterfall_5770328_2022-04-11T07-50-19.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/7/5770325/waterfall_5770325_2022-04-11T07-12-34.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/7/5770188/waterfall_5770188_2022-04-11T07-04-20.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/6/5770187/waterfall_5770187_2022-04-11T06-44-40.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/6/5770185/waterfall_5770185_2022-04-11T06-11-59.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/5/5770064/waterfall_5770064_2022-04-11T05-35-19.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/4/5769863/waterfall_5769863_2022-04-11T04-57-01.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/4/5769861/waterfall_5769861_2022-04-11T04-35-36.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/4/5769860/waterfall_5769860_2022-04-11T04-26-44.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/4/5769859/waterfall_5769859_2022-04-11T04-13-20.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/2/5769386/waterfall_5769386_2022-04-11T02-35-22.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/2/5769384/waterfall_5769384_2022-04-11T02-10-31.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/1/5769164/waterfall_5769164_2022-04-11T01-43-09.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/1/5769161/waterfall_5769161_2022-04-11T01-04-27.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/11/0/5768972/waterfall_5768972_2022-04-11T00-18-14.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/23/5768833/waterfall_5768833_2022-04-10T23-07-34.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/23/5768833/waterfall_5768833_2022-04-10T23-07-34.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/21/5768539/waterfall_5768539_2022-04-10T21-42-52.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/21/5768538/waterfall_5768538_2022-04-10T21-27-15.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/20/5768331/waterfall_5768331_2022-04-10T20-34-55.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/19/5768213/waterfall_5768213_2022-04-10T19-53-26.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/19/5768211/waterfall_5768211_2022-04-10T19-22-35.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/19/5768210/waterfall_5768210_2022-04-10T19-11-27.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/18/5767869/waterfall_5767869_2022-04-10T18-53-23.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/18/5767867/waterfall_5767867_2022-04-10T18-24-31.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/18/5767866/waterfall_5767866_2022-04-10T18-07-30.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/17/5767715/waterfall_5767715_2022-04-10T17-26-02.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/17/5767713/waterfall_5767713_2022-04-10T17-03-20.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/16/5767337/waterfall_5767337_2022-04-10T16-10-59.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/15/5767221/waterfall_5767221_2022-04-10T15-06-54.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/13/5766839/waterfall_5766839_2022-04-10T13-15-50.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/12/5766837/waterfall_5766837_2022-04-10T12-57-33.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/11/5766469/waterfall_5766469_2022-04-10T11-40-40.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/11/5766467/waterfall_5766467_2022-04-10T11-18-20.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/11/5766466/waterfall_5766466_2022-04-10T11-11-03.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/10/5766464/waterfall_5766464_2022-04-10T10-53-11.png', 'waterfall_status': 'without-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/4/10/9/5765889/waterfall_5765889_2022-04-10T09-45-05.png', 'waterfall_status': 'without-signal'}
